topic_id,mean_rk,mean_all,log_ratio,pmi,tstat,pval,label,rank_lr,rank_pmi
312,0.003936535784915518,0.001798545697648182,0.7833223995810625,0.32688496876534034,7.201448267667864,7.202215521218972e-13,T312: kabinet crisis economie economisch jaar hervorming maatregel,19,28
124,0.0070932768485914045,0.00326718528615055,0.7752184021301485,0.31648592538236703,7.275577114310409,4.2062868136816717e-13,T124: europees regering nationaal lidstaat nederlands raad politiek,20,45
191,0.004228158808147082,0.001976542600324425,0.7604172019976891,0.3956728716840389,11.735332053621025,3.031064823061765e-31,T191: rapport conclusie aanbeveling commissie onderzoek aantal reactie,21,2
218,0.0025792889097273086,0.001233353533359446,0.7377764122185697,0.32625835377647056,6.562536091084061,6.045694952504693e-11,T218: bevoegdheid orgaan lichaam taak zelfstandig publiekrechtelijk gezag,22,30
473,0.0036065130413083,0.0017296692661847594,0.734810873525201,0.31713681415790335,7.961266258469739,2.25761677217814e-15,T473: raad bestuur college lid benoeming toezicht commissaris,23,44
346,0.005971952589328367,0.002929424032850088,0.7122679390180666,0.29175089587003894,9.422235559803035,7.638678341701117e-21,T346: commissie rapport vast aanbeveling kamer advies werk,24,208
165,0.004031131569150976,0.001987769132572539,0.7070338969341563,0.30805723525365436,5.741363368294514,1.0158900948857737e-08,T165: bedrijf overheid minister onderneming steun industrie scheepsbouw,25,67
392,0.0016817635724572279,0.0008301825615196111,0.7059520271276778,0.31589443848068277,3.700146029788541,0.00021865787915122188,T392: tarief bedrijf staatsbedrijf verkeer dienst waterstaat particulier,26,46
487,0.0038701214021171436,0.0019170492613126335,0.7024984525419935,0.33399746011693127,10.44998120117137,3.3082301823378844e-25,T487: minister ministerie departement financiën zaak beleid coördinatie,27,17
232,0.0037311662293766272,0.00189461463940197,0.6777051256808662,0.3307380793815485,10.161813280965374,6.083970759648442e-24,T232: parlement regering parlementair controle kamer democratisch democratie,28,21
88,0.001650234529634434,0.0008469118755326408,0.667075474996321,0.3360650648710583,5.095246283351908,3.6582154539682707e-07,T88: integriteit code transparantie gedragscode regel belang openbaar,29,13
460,0.002905375419599016,0.0014911326852922616,0.6670262651032139,0.32690486731950563,5.068449653976864,4.209760683023395e-07,T460: bank financieel krediet financiën instelling sector nederlands,30,27
403,0.003137180740591654,0.001614846217533147,0.6640845119982748,0.33415665843134346,7.536115066708682,6.083078947102281e-14,T403: kost hoog extra duur rekening financieel baat,31,16
297,0.0020692685814618895,0.0010660291304241457,0.663254095528238,0.31585996172184944,3.769442358885214,0.00016619363486225134,T297: eiland land nederlands statuut koninkrijk bestuur caribisch,32,47
465,0.002007936418012703,0.0010460812958682868,0.6520559957292642,0.31336636308460836,4.128264816615888,3.736630154789761e-05,T465: werkgever werknemer sociaal uitvoering ziekteverzuim bedrijfsvereniging verzekering,33,50
483,0.002108633056864328,0.0010998118742227868,0.6509003204505319,0.30603156843178514,6.974552209899287,3.625834469579105e-12,T483: voorzitter gen beleid vast punt tie heid,34,80
100,0.0024494088874577923,0.001301231153426197,0.6325355073757928,0.32629815170817933,5.93432635139845,3.2245702036353862e-09,T100: inspectie toezicht goed rol taak inspecteur kwaliteit,35,29
32,0.0026647817588710035,0.0014306725842667034,0.6219771666070528,0.3080771343567411,5.409222193850815,6.735051094175455e-08,T32: jaar uitgave begroting financiën raming structureel overschrijding,36,65
336,0.002494405459755819,0.0013430189784264766,0.6191300156217485,0.31067436966027406,4.949396671465075,7.780143870703274e-07,T336: millioen minister bedrag lening financiering financiën kapitaalmarkt,37,56
121,0.006103449536193365,0.003308613757270513,0.6123246734668166,0.32233337969243675,9.023232755517077,2.8938174608862987e-19,T121: onderzoek vraag onafhankelijk resultaat onderzoeken conclusie uitkomst,38,34
455,0.002962742227762489,0.001639832635632736,0.5915208102861618,0.3258498179575734,8.796809370021673,2.1321679927631094e-18,T455: verantwoordelijkheid verantwoordelijk ministerieel politiek verantwoording primair positie,39,31
399,0.0029629435353220883,0.0016539129263930539,0.5830389937396543,0.32219872871292504,4.3372574895324965,1.481549375106848e-05,T399: vervoer minister infrastructuur verkeer openbaar weg file,40,35
295,0.0025862084009159714,0.0014796931399749507,0.558357847664178,0.3126341095307792,4.8457437895097675,1.313730360973836e-06,T295: milieu duurzaam doelstelling milieubeleid energie beleid economisch,41,54
220,0.0021963821920085364,0.0012600016361468396,0.555698190733648,0.29777976864948263,3.0653501447000138,0.002190160827001428,T220: onderzoek wetenschappelijk wetenschap minister instituut wetenschapsbeleid onderwijs,42,143
328,0.007615784378413668,0.004382261777478144,0.5526579098857303,0.27017812316909284,9.123750595299466,1.1706227465700214e-19,T328: voorzitter lijk punt heid discussie gen ring,43,358
212,0.007604472926616262,0.004427256525708153,0.5409564249801635,0.35756186573530724,14.58359240846406,7.153728400399611e-47,T212: kritiek kritisch politiek reactie analyse groot beeld,44,6
253,0.0021803771548268027,0.0012821086462543989,0.5309914449337354,0.3288028746013076,5.2056881990511155,2.0378715579732546e-07,T253: fraude misbruik gebruik oneigenlijk controle fraudebestrijding geval,45,24
54,0.000642750732982885,0.00038123376920967856,0.5223431648332282,0.3288028746013076,2.889679069917972,0.0038782724415767304,T54: klokkenluider afdeling herstelwet huis mer misstand project,46,24
244,0.0036263565792845802,0.0021564188373074137,0.5197793590037127,0.3314223680498828,7.8107698529946195,7.352593514001494e-15,T244: notitie discussie kamer punt zaak commissie vast,47,19
429,0.0026945694465298816,0.0016167092044991618,0.5108454560777638,0.28917848920070555,6.739485878921118,1.8375289194059063e-11,T429: voorzitter gen heid ring ling tie lijk,48,233
133,0.003079731851321799,0.0018525895981893598,0.5082578737423784,0.3080590245248066,4.657364295251261,3.3163615449753787e-06,T133: markt concurrentie marktwerking consument prijs goed tarief,49,66
468,0.002704136219884268,0.0016309873339243894,0.50559673299189,0.29620112189440967,4.005230516072536,6.318640757076024e-05,T468: burgemeester wethouder gemeente gemeenteraad commissaris raad koningin,50,158
266,0.001727452505177094,0.00104712621829028,0.5005979298359611,0.30537564891797453,3.0362711101296656,0.0024119811935885763,T266: gebouw presidium kamer raming nieuw zaal fractie,51,84
13,0.0024611222814634568,0.0015241185221773334,0.4792009833920625,0.3073823103316439,4.831739040716876,1.4082811467597296e-06,T13: collectief kabinet financieringstekort verlaging uitgave mld financiën,52,70
82,0.004570447360153021,0.0028545340020076993,0.47070235114428627,0.3132353384897709,9.03337756439909,2.621782469603438e-19,T82: aanpak integraal plan goed uitvoering concreet rol,53,52
320,0.002198373073079249,0.0014000875975364836,0.4511825108617513,0.32944823133195583,3.818902388790308,0.00013624467328747267,T320: aandeel aandeelhouder bedrijf staat onderneming belang vennootschap,54,23
421,0.002250131278859288,0.0014479009114654752,0.4408734541239765,0.32170472999681377,3.5204603380734425,0.0004360346813138806,T421: innovatie ondernemer bedrijf overheid kennis goed mkb,55,36
345,0.003793597669032354,0.002467798330322482,0.4299882913673452,0.3385923377327215,7.021631923028365,2.6000700751515307e-12,T345: geld extra goed nodig beschikbaar middel heel,56,12
6,0.002018415374956688,0.001324710641845776,0.421118424194054,0.2882162203825844,2.5579624750409344,0.010568541706906888,T6: nederlands statuut antillen land surinaams onafhankelijkheid regering,57,244
352,0.001923918803796815,0.0012735029491545392,0.412592552899568,0.30799753959115206,3.316385062254166,0.0009206237554050559,T352: provincie bestuur bestuurlijk gemeente decentralisatie taak gebied,58,69
89,0.0014035163719408061,0.0009312562690330843,0.4102011979741036,0.31291272195372627,2.991557132782184,0.0027935335055747973,T89: bestuurder sector publiek salariss salaris beloning bonuss,59,53
157,0.0013362748374260928,0.0009012217301845326,0.393889367553788,0.31061467399777154,4.526133504712277,6.195949680503087e-06,T157: fonds financieel instelling middel bijdrage geld financiering,60,60
80,0.0027776563164668183,0.0018776435678820595,0.39158977862441713,0.33079777504405095,5.7010476656310844,1.2829043489032742e-08,T80: kamer mevrouw heer vraag jaar rapportage goed,61,20
98,0.002717045757640079,0.0018426942518982104,0.3883162289395239,0.3047194310555202,6.051577429986307,1.5765424945377178e-09,T98: regel regelgeving administratief wetgeving deregulering wet nieuw,62,88
217,0.0016144130114330469,0.0010973109416453632,0.38610854990503807,0.29159169535969753,4.111441990607656,4.0178526005500225e-05,T217: subsidie subsidiëring minister subsidieregeling bedrag jaar financieel,63,210
207,0.003708547148368875,0.0025433535067819688,0.37715658368478344,0.324902526280669,5.726659321736413,1.1046375661972169e-08,T207: informatie kamer stuk openbaar openbaarheid vertrouwelijk vraag,64,32
444,0.0018982831666671033,0.0013084724888894064,0.37208922588910465,0.31063457227748714,2.851250214731186,0.004379143616933823,T444: ambtenaar functie minister hoog salariss laag dienst,65,58
459,0.002449341880320317,0.0016905118349342717,0.3707878409408014,0.2968214463006739,2.735697244487801,0.006254547194424547,T459: land regering toetreding europees lidstaat uitbreiding nederlands,66,154
486,0.00236249554022283,0.0016306794351089483,0.37072154336381935,0.2942189439616941,2.584284601004467,0.009796152694759426,T486: defensie marine taak luchtmacht militair vliegtuig nederlands,67,180
37,0.0034300639409241976,0.002372816150269833,0.36850127397573207,0.3184377114025578,6.600665546516488,4.6730940298690974e-11,T37: bedrag mld jaar gulden hoog totaal geld,68,40
132,0.001619415800487922,0.001123614270625636,0.3655146777719809,0.3132867650253971,3.0804163277958483,0.0020823403861770593,T132: premier kabinet belofte woord politiek debat week,69,51
184,0.002107041344158062,0.001463705024155158,0.3643136393124955,0.29863832267901436,4.001050050536793,6.429633574940097e-05,T184: ontwikkeling nieuw technologie technologisch techniek technisch bedrijfsleven,70,133
333,0.002590173880300618,0.0018101984930741443,0.35828833841126784,0.2987999996785586,5.602148929936337,2.269446057763695e-08,T333: personeel dienst aantal groot functie mens tekort,71,131
480,0.002031195934997513,0.001424638223178934,0.3547066374963066,0.30865226841834015,2.4500375908257017,0.014330271686097268,T480: premie verzekeraar verzekering ziekenfonds particulier nominaal zorgverzekeraar,72,63
158,0.00118590670803134,0.0008383157965925175,0.34686769074431556,0.28156171160837257,1.5789948535407625,0.11442406407759148,T158: sport loterij staatsloterij voetbal toto kansspel wedstrijd,73,296
464,0.0017885192224010237,0.0012664330575312354,0.34518346414937984,0.30603156843178514,2.3268720363596267,0.020025808069661723,T464: politie justitie korps taak politiewet minister rijkpolitie,74,80
56,0.0028506406694786468,0.0020281326966346616,0.34042810720601047,0.31832355340146445,3.6979481733386734,0.00022050023934814042,T56: miljard geld jaar euro miljoen extra kabinet,75,42
387,0.0034700471689505822,0.0024713574881693205,0.33940048074616946,0.28956334501594266,5.6194871508741056,2.054387696493553e-08,T387: kabinet land sociaal goed economisch economie jaar,76,228
448,0.004398773590076756,0.0031432969462266403,0.3360534497943073,0.2983795808057687,6.79338495124687,1.2706634366420987e-11,T448: middel financieel extra beschikbaar geld financiering budget,77,136
261,0.0014821220708972132,0.0010613074172911604,0.3339730643481742,0.29748126563310356,2.6532971174558444,0.008005371139762504,T261: provincie provinciaal staat bestuur gedeputeerde gemeente waterschapep,78,149
19,0.0031955198838218178,0.0022930071982843908,0.331885526249188,0.30276888293880955,5.492349648438984,4.2304697258246025e-08,T19: vertrouwen fout goed politiek wantrouwen groot verantwoordelijkheid,79,96
482,0.004502188796386202,0.0032674794027336687,0.32054473096852387,0.27889128984809086,7.316305552528564,3.1069266638686993e-13,T482: overheid taak verantwoordelijkheid burger laag rol goed,80,319
474,0.008600510198857174,0.006257844944659128,0.3179856156211116,0.31061467399777154,8.581639765215305,1.3520048568517741e-17,T474: beleid doelstelling ontwikkeling duidelijk prioriteit samenhang fractie,81,60
186,0.0026986376543550582,0.0019708740073265205,0.3142698334740439,0.3055945450908186,5.030320464580421,5.125380003157158e-07,T186: bezuiniging korting begroting maatregel extra kabinet jaar,82,83
141,0.0026631956648736233,0.0019579030093474594,0.30765263691903044,0.31200105775319953,2.7828238117378983,0.005415833635982557,T141: kamer lid kamerlid voorzitter fractie reglement orde,83,55
189,0.002399015078898464,0.0017666691434050994,0.3059621863155826,0.29219424205211386,2.3144592313823296,0.020697518669830866,T189: gegeven privacy persoonsgegeven informatie registratie bescherming burger,84,204
406,0.003418791362146605,0.00251956317759287,0.305201437065981,0.3001175294005961,5.685666544951696,1.4032036758109979e-08,T406: kabinet fractie punt reactie concreet voorstel plan,85,121
1,0.0023853867936142596,0.0017591792859126233,0.30451375411026316,0.31061467399777154,4.822792234648951,1.4715612077991286e-06,T1: regeerakkoord kabinet heer afspraak punt nieuw voorzitter,86,60
39,0.002431278275812288,0.001827167368891874,0.2856501406933081,0.30611116319737436,2.8788090864501896,0.004014525483963806,T39: motie kamer regering orde dag beraadslaging lid,87,74
405,0.0032627337066954433,0.002471116817591111,0.27789510481504465,0.29221414033182896,4.63788265175115,3.641699771909042e-06,T405: duidelijk duidelijkheid visie discussie heel helder punt,88,202
335,0.001777196608059826,0.0013507715565803905,0.2743610532716607,0.30276888293880955,1.6234486449872592,0.10457841842005614,T335: boer bedrijf sector mest landbouw veehouderij melkveehouderij,89,96
294,0.005431056401873097,0.004146436030275649,0.2698844297391503,0.26952559312464175,6.179256736645973,7.132501997793139e-10,T294: stap goed proces belangrijk richting jaar heel,90,361
106,0.002569461977600532,0.001967924771647324,0.2667168386803951,0.29819777666014696,4.774876714480186,1.866510118884227e-06,T106: kabinet beleid politiek algemeen beschouwing jaar regering,91,138
4,0.0014933500845739863,0.0011440858163416945,0.2664158661908447,0.31887553696580373,3.043812126079222,0.002352311082962862,T4: kwaliteit goed eis kwalitatief zorg kwaliteitseis belangrijk,92,39
415,0.002538571448449292,0.0019476401637413617,0.26498291413675634,0.27554629659471835,4.002622289265951,6.387375678172114e-05,T415: cijfer gegeven jaar berekening aantal overzicht basis,93,337
327,0.0014407723155732354,0.0011237566601091575,0.24850187080505037,0.29020660231891116,2.7142971538462826,0.006672709611320413,T327: verslag voorlopig antwoord memorie lid vraag opmerking,94,225
246,0.0024222565035354315,0.0019050938784520187,0.2401681457323832,0.3022905658312996,1.773247516671864,0.07627026445775287,T246: politie agent veiligheid straat criminaliteit minister justitie,95,99
224,0.001954763447410085,0.001541082355346949,0.2377840523206416,0.3060514667115007,2.206940091453124,0.02737843218349823,T224: fiscaal staatssecretaris belasting belastingdienst financiën belastingplichtig fiscus,96,77
99,0.009363401975758546,0.007382327271535032,0.23771971739602282,0.302091570683007,6.803570071440054,1.1824550360672624e-11,T99: punt discussie voorzitter termijn heer vraag collega,97,103
11,0.000991782077677781,0.0007845283526224161,0.2344204244964585,0.31366489492614047,2.175142694489006,0.02968053583726945,T11: stichting vereniging rechtspersoon statuut lid rechtsperson vennootschap,98,49
40,0.005732785427027119,0.004537801140756835,0.23375891509777702,0.2795593588315564,6.414239312659219,1.5919034889726118e-10,T40: instrument doel middel doelstelling vraag goed fractie,99,314
427,0.003524402554463132,0.0028037748211306736,0.22874420123182126,0.29814078333384786,4.458776052491303,8.482725260111503e-06,T427: minister fractie reactie vraag voorzitter punt mening,100,139
238,0.004025707215059251,0.0032097029758376325,0.2265221359201819,0.27963895359714563,4.114669949899122,3.960549179800608e-05,T238: fractie schriftelijk wetsvoorstel punt voorbereiding vraag regering,101,312
259,0.004768174795392384,0.00380380604470277,0.22596137984153852,0.2743653186201323,4.6618548429060365,3.2428608741953305e-06,T259: minister heel goed vraag reactie punt erg,102,344
194,0.0021852629644085833,0.0017451159775284711,0.224915039520039,0.31453149526216867,3.8754386435627253,0.00010822316368669081,T194: evaluatie jaar wet goed kamer vinger termijn,103,48
411,0.0008474523020754951,0.0006836738655022344,0.21475327516228315,0.3001175294005961,0.9733765297565063,0.3304300620935232,T411: monument museum erfgoed cultureel cultuur historisch eigenaar,104,121
108,0.0012182341885532658,0.0009911344139510033,0.20630735494009844,0.29620112189440967,1.3261391110829335,0.18487478034152582,T108: dienst veiligheidsdienst informatie veiligheid geheim minister taak,105,158
79,0.0010068075144910136,0.0008196739687925611,0.20563283805102284,0.29748126563310356,1.3716094324008226,0.17026826573831197,T79: provincie gemeente decentralisatie provinciaal bejaardenoorde rijk wet,106,149
407,0.000963114523960489,0.0007848795167520724,0.20464186894052716,0.2942388427903162,1.620760008035024,0.10515207225453582,T407: heffing belasting opbrengst algemeen middel tarief vervuiler,107,179
412,0.0025164940178804373,0.002063817459305,0.1983091794631493,0.2641149554829404,3.980260240592809,7.014186249161126e-05,T412: effect negatief positief gevolg maatregel doelstelling vraag,108,378
3,0.006017263951289389,0.0049453999225107965,0.1961747909245073,0.31063753087434764,5.424225042872309,6.186141588011976e-08,T3: fractie mening groot voorstel duidelijk aantal voorzitter,109,57
195,0.0041341615248253775,0.003417486030203937,0.19037928017153494,0.28089456942577984,4.698393148867853,2.715102411587117e-06,T195: mogelijkheid punt aandacht suggestie initiatief positief goed,110,302
402,0.005378853927153253,0.004448974120731724,0.18980175299638624,0.26815989722558836,3.6920795493231595,0.00022559460778583042,T402: wetsvoorstel behandeling fractie wet voorstel wetgeving wijziging,111,369
356,0.002840780313262896,0.0023562511064207235,0.18700685845560638,0.27499576005804216,3.3724277753336565,0.0007525801669103058,T356: samenleving overheid burger mens maatschappelijk sociaal verantwoordelijkheid,112,340
268,0.0017524600663226502,0.001455928980572519,0.18537626524946038,0.28891978301820714,2.864791921233704,0.004195999098914447,T268: miljoen bedrag jaar gulden euro miljard extra,113,235
192,0.0013570857616214509,0.0011330221979151188,0.18045085854794873,0.2868877719051363,1.6184361913740857,0.10565285714316197,T192: staatssecretaris staatsse cretaris voorzitter taris staatssecre termijn,114,255
28,0.001022887886841478,0.0008548803097910182,0.17942350469672697,0.29620112189440967,2.5111985334652567,0.012073674637328226,T28: sector collectief groot overheid deel goed probleem,115,158
175,0.010783088938817532,0.009058187068147087,0.17431005308699454,0.35376029581754975,7.118311606942208,1.3030551064706352e-12,T175: jaar nieuw tijd groot laat ontwikkeling toekomst,116,7
205,0.00824530289164094,0.006934688740089342,0.1731074985259191,0.3297248874699134,5.796685346975852,7.318173464904304e-09,T205: goed natuurlijk heel eigenlijk beetje mens soort,117,22
102,0.005050409719108981,0.004282806001641943,0.16486093436797322,0.24577104767036578,3.472856540366565,0.0005207407797468181,T102: minister jaar vorig week kamer vraag voorzitter,118,418
162,0.0021186295021143053,0.001799498198757723,0.1632614870954665,0.2875521490499881,2.437069652206233,0.014852762218259853,T162: politiek partij lid politicus groot democratie natuurlijk,119,250
310,0.0020197898386976228,0.0017239484337261458,0.15837611982669575,0.2920096341737667,1.1285980603563517,0.25914039665362126,T310: gezondheidzorg staatssecretaris volksgezondheid ziekenhuis zorg voorziening lijn,120,207
276,0.0011254516756769005,0.0009610023697075922,0.15796269666185925,0.29427864127096226,1.5561824538910853,0.1197503489398897,T276: voorlichting goed informatie campagne aandacht brochure belangrijk,121,177
451,0.0028392649584358456,0.0024305605834258606,0.15542321848324914,0.2438377568294813,3.018205362976389,0.002559931905752672,T451: systeem stelsel nieuw huidig goed groot oud,122,424
274,0.0030616371256336197,0.00262900532128685,0.1523441577077067,0.27824280963821946,2.953581207996644,0.0031605121698852186,T274: fase nieuw twee structuur voorwaarde drie duidelijk,123,324
50,0.0017862778281360074,0.0015355133664532502,0.15126917198591983,0.29393573700741654,1.3567743848223979,0.17493466936500926,T50: grondwet artikel regering bepaling strijd lid grondwettelijk,124,186
438,0.007295392646669126,0.00629170324887902,0.14801116189894348,0.2681996940594688,4.277774985361296,1.9347498663436803e-05,T438: zaak goed heel situatie geval moment voorbeeld,125,367
166,0.0021034034113530694,0.0018189890043268221,0.1452757759769101,0.3066871898681165,1.1734400082900958,0.24069432686797723,T166: motie kamer regering orde dag beraadslaging lid,126,72
177,0.0025433187123953026,0.0022004557904621667,0.14480523022818037,0.27049652858272566,1.9093312993143272,0.05629638970736153,T177: wet wetsvoorstel wettelijk amvb kamer goed amendement,127,356
127,0.003693388162462795,0.003203257086506918,0.14237606485320686,0.2354782933724228,3.557959289501617,0.0003782951407650434,T127: discussie vraag model relatie moment orde kader,128,436
38,0.0046021371956884265,0.00400735755886854,0.13838870987465945,0.2816015084422533,2.6001737465222803,0.009353571283112741,T38: debat kabinet fractie kamer politiek heer voorzitter,129,293
321,0.0024911802165374234,0.002177839451536808,0.13442321489054976,0.304102711406768,1.094728888399711,0.27370567012480296,T321: zorg ziekenhuis patiënt zorgverzekeraar kwaliteit goed zorgaanbieder,130,90
454,0.006427361182010504,0.005637604302207111,0.13110483446235666,0.28089456942577984,3.071539331529034,0.002144789977898929,T454: minister punt termijn opmerking vraag antwoord twee,131,302
245,0.0014673029385378106,0.0012899487773179606,0.1288233761312405,0.2935178154889168,0.8654304567230354,0.38685779415630717,T245: trein spoor reiziger vervoer openbaar aanbesteding concessie,132,191
361,0.0014824737941168064,0.001307063412305526,0.1259291334756778,0.3015333511400361,0.850565523633127,0.39506565348411093,T361: bijstand sociaal gemeente mens staatssecretaris werk uitkering,133,105
410,0.0009233991488113548,0.0008142339683375567,0.1258136879888463,0.30149355265939026,0.8122909154574601,0.41667517666411613,T410: koning koningin lid koninklijk staatshoofd regering prins,134,106
41,0.003716062256794585,0.003279054381239469,0.12510945623208425,0.2580261987383499,2.711774423919174,0.006722688317278015,T41: minister nieuw deur goed open jaar nodig,135,395
408,0.0011073442235748298,0.0009781474746749516,0.12405926606488293,0.28841521553087685,1.9076823259194104,0.05650822601095488,T408: schip wal groot zwak cirkel probleem situatie,136,239
254,0.0015874104689406988,0.0014131255632746978,0.11630001233008791,0.2928561805564551,0.7960495852019479,0.4260538043862625,T254: school onderwijs bevoegd gezag leerling schoolbesturen ouder,137,197
479,0.0015651741869853973,0.0013937563460764072,0.11599453135311943,0.30603156843178514,0.6677092220389288,0.5043605506995532,T479: kind jeugdzorg jong zorg wachtlijst ouder hulp,138,80
433,0.0006949564458034899,0.0006252147710923315,0.10575379072581637,0.30412261023539017,0.8457368595489317,0.3977529700366549,T433: wetsvoorstel wijziging stel fractie wetsvoor nota schriftelijk,139,89
101,0.001025012175897677,0.0009254621645005348,0.10216641545044425,0.30613106257493355,1.2062420833320031,0.2277982198054563,T101: overeenkomst contract goedkeuring verplichting regering partij vraag,140,73
475,0.0011221424928908492,0.0010132397608897466,0.10208682100845312,0.29899899482685105,0.8302669690422771,0.40643916271610514,T475: overleg ambtenaar arbeidvoorwaarde overheid sector ruimte bond,141,128
491,0.004097824592715492,0.0037010188988269794,0.1018480597906466,0.27031741689080657,2.18957857077141,0.028615668886129552,T491: datum tijd uitstel snel invoering jaar maand,142,357
63,0.0006451887901760957,0.0005828674406709532,0.10158302018913101,0.30274898465909433,0.9195740188628891,0.35785321203485587,T63: experiment vernieuwing sociaal gemeente beleid breed project,143,98
49,0.002690247888042233,0.0024359946264590885,0.09927815830149633,0.26952559312464175,1.719285349102636,0.08564401211503148,T49: wet bevoegdheid artikel bepaling wettelijk algemeen geval,144,361
428,0.0046731650717791486,0.004235225264308211,0.0984000477614222,0.2573480812440521,2.372895300942421,0.017699000710631862,T428: minister verschil mening eigenlijk voorzitter woord natuurlijk,145,397
51,0.0016810678941207677,0.0015287365170962262,0.09498759504246479,0.276255712815783,1.1406687021958348,0.254080398533493,T51: burger bevolking democratie meerderheid nederlands democratisch politiek,146,336
443,0.004659577673683976,0.004241974948526864,0.09389584439385956,0.24452230960228832,2.4368549541488216,0.014860823966931395,T443: behandeling begroting onderwerp algemeen jaar beschouwing kamer,147,421
140,0.004559033449738023,0.004154982191277625,0.09280247474829473,0.22834105747389852,1.8434016140403264,0.06534853465385251,T140: minister zaak vraag kamer feit geval spraak,148,444
348,0.001396017384585157,0.0012748692856965511,0.09077973700080033,0.28640218306449894,1.3707905137059857,0.17052068134185275,T348: lokaal regionaal niveau landelijk overheid centraal decentraal,149,258
379,0.002166737060775158,0.0019847589310649596,0.08772487352145131,0.27889128984809086,1.720206913477675,0.08547609982698702,T379: criterium lijst toetsing objectief beoordeling geval vraag,150,319
57,0.0027246956827132987,0.0025090652855364296,0.08244642668275493,0.2478208158699903,1.9710341948674381,0.048791851604568004,T57: beleid aanzien duidelijk nieuw regering jaar huidig,151,409
204,0.0017503809888444952,0.0016121705652962202,0.08225197495000458,0.302091570683007,0.5778227791054286,0.5634183505574781,T204: onderwijs leraar school docent leerling klas goed,152,103
277,0.0014594539536590605,0.0013472950642903273,0.07996337801506925,0.30089523712252814,0.5482163909394773,0.5835759987913927,T277: luchthaven luchtvaart vliegtuig vliegveld vlucht geluidhinder baan,153,112
